[grapheme]aback	[celex]@-'b{k	[nettalk]xb@k-
[grapheme]documentation	"[celex]""dQ-kjU-mEn-'t1-SH"	[nettalk]dakYmxnteS-xn
[grapheme]dodder	[celex]'dQ-d@R	[nettalk]dad--R
[grapheme]dodge	[celex]'dQ_	[nettalk]da-J-
[grapheme]dodo	[celex]'d5-d5	[nettalk]dodo
[grapheme]doe	[celex]'d5	[nettalk]do-
[grapheme]does	[celex]'d5z	[nettalk]d^-z
[grapheme]doff	[celex]'dQf	[nettalk]daf-
[grapheme]dog	[celex]'dQg	[nettalk]dcg
[grapheme]doge	[celex]'d5_	[nettalk]doJ-
[grapheme]dogged	[celex]'dQgd	[nettalk]dcg-xd
[grapheme]doghouse	[celex]'dQg-h6s	[nettalk]dcghW-s-
[grapheme]dogma	[celex]'dQg-m@	[nettalk]dcgmx
[grapheme]dogmatic	[celex]dQg-'m{-tIk	[nettalk]dcgm@tIk
[grapheme]dogtrot	[celex]'dQg-trQt	[nettalk]dcgtrat
[grapheme]doily	[celex]'d4-lI	[nettalk]dO-li
[grapheme]doing	[celex]'du-IN	[nettalk]duIG-
[grapheme]doings	[celex]'du-INz	[nettalk]duIG-z
[grapheme]doldrums	[celex]'dQl-dr@mz	[nettalk]doldrxmz
[grapheme]dole	[celex]'d5l	[nettalk]dol-
[grapheme]doll	[celex]'dQl	[nettalk]dal-
[grapheme]dollar	[celex]'dQ-l@R	[nettalk]dal--R
[grapheme]dollop	[celex]'dQ-l@p	[nettalk]dal-xp
[grapheme]dolly	[celex]'dQ-lI	[nettalk]dal-i
[grapheme]dolmen	[celex]'dQl-mEn	[nettalk]dolmxn
[grapheme]dolphin	[celex]'dQl-fIn	[nettalk]dalf-xn
[grapheme]dolt	[celex]'d5lt	[nettalk]dolt
[grapheme]domain	[celex]d5-'m1n	[nettalk]dome-n
[grapheme]dome	[celex]'d5m	[nettalk]dom-
[grapheme]domestic	[celex]d5-'mE-stIk	[nettalk]dxmEstIk
[grapheme]domesticate	[celex]d5-'mE-stI-k1t	[nettalk]dxmEstIket-
[grapheme]domesticity	"[celex]""d5-mE-'stI-s@-tI"	[nettalk]domEstIsxti
[grapheme]domicile	[celex]'dQ-mI-s2l	[nettalk]damxsAl-
[grapheme]domiciliary	"[celex]""dQ-mI-'sI-lj@-rI"	[nettalk]damxsIliEri
[grapheme]dominance	[celex]'dQ-mI-n@ns	[nettalk]damxnxns-
[grapheme]domination	"[celex]""dQ-mI-'n1-SH"	[nettalk]damxneS-xn
[grapheme]domineer	"[celex]""dQ-mI-'n7R"	[nettalk]damxnI-r
[grapheme]dominie	[celex]'dQ-mI-nI	[nettalk]damxni-
[grapheme]dominion	[celex]d@-'mIn-j@n	[nettalk]dxmInyxn
[grapheme]don	[celex]'dQn	[nettalk]dan
[grapheme]donate	[celex]d5-'n1t	[nettalk]donet-
[grapheme]donation	[celex]d5-'n1-SH	[nettalk]doneS-xn
[grapheme]done	[celex]'dVn	[nettalk]d^n-
[grapheme]donkey	[celex]'dQN-kI	[nettalk]daGki-
[grapheme]donor	[celex]'d5-n@R	[nettalk]don-R
[grapheme]doodle	[celex]'du-dP	[nettalk]du-dL-
[grapheme]doom	[celex]'dum	[nettalk]du-m
[grapheme]door	[celex]'d$R	[nettalk]do-r
[grapheme]dope	[celex]'d5p	[nettalk]dop-
[grapheme]dorm	[celex]'d$m	[nettalk]dcrm
[grapheme]dormant	[celex]'d$-m@nt	[nettalk]dcrmxnt
[grapheme]dormitory	[celex]'d$-m@-trI	[nettalk]dcrmxtori
[grapheme]dormouse	[celex]'d$-m6s	[nettalk]dcrmW-s-
[grapheme]dorsal	[celex]'d$-sP	[nettalk]dcrs-L
[grapheme]dory	[celex]'d$-rI	[nettalk]dori
[grapheme]dosage	[celex]'d5-sI_	[nettalk]dosIJ-
[grapheme]dose	[celex]'d5s	[nettalk]dos-
[grapheme]dossier	[celex]'dQ-sI-1	[nettalk]dcs-ye-
[grapheme]dot	[celex]'dQt	[nettalk]dat
[grapheme]dotage	[celex]'d5-tI_	[nettalk]dotIJ-
[grapheme]dottle	[celex]'dQ-tP	[nettalk]dat-L-
[grapheme]double	[celex]'dV-bP	[nettalk]d^-bL-
[grapheme]doublet	[celex]'dVb-lIt	[nettalk]d^-blxt
[grapheme]doubloon	[celex]dVb-'lun	[nettalk]dx-blu-n
[grapheme]doubly	[celex]'dV-blI	[nettalk]d^-bli
[grapheme]doubt	[celex]'d6t	[nettalk]dW--t
[grapheme]douche	[celex]'duS	[nettalk]du-S--
[grapheme]dough	[celex]'d5	[nettalk]do---
[grapheme]doughty	[celex]'d6-tI	[nettalk]dW---ti
[grapheme]dour	[celex]'d9R	[nettalk]dW-r
[grapheme]douse	[celex]'d6s	[nettalk]dW-s-
[grapheme]dove	[celex]'d5v	[nettalk]d^v-
[grapheme]dovetail	[celex]'dVv-t1l	[nettalk]d^v-te-l
[grapheme]dowager	[celex]'d6-@-_@R	[nettalk]dW-IJ-R
[grapheme]dowdy	[celex]'d6-dI	[nettalk]dW-di
[grapheme]dowel	[celex]'d6-@l	[nettalk]dW--L
[grapheme]dower	[celex]'d6-@R	[nettalk]dW--R
[grapheme]down	[celex]'d6n	[nettalk]dW-n
[grapheme]downbeat	[celex]'d6n-bit	[nettalk]dW-nbi-t
[grapheme]downcast	[celex]'d6n-k#st	[nettalk]dW-nk@st
[grapheme]downstage	"[celex]""d6n-'st1_"	[nettalk]dW-nsteJ-
[grapheme]downtown	"[celex]""d6n-'t6n"	[nettalk]dW-ntW-n
[grapheme]downwind	"[celex]""d6n-'wInd"	[nettalk]dW-nwInd
[grapheme]downy	[celex]'d6-nI	[nettalk]dW-ni
[grapheme]dowry	[celex]'d6-@-rI	[nettalk]dW-ri
[grapheme]dowse	[celex]'d6z	[nettalk]dW-z-
[grapheme]doxology	[celex]dQk-'sQ-l@-_I	[nettalk]daXalxJi
[grapheme]doze	[celex]'d5z	[nettalk]doz-
[grapheme]dozen	[celex]'dV-zH	[nettalk]d^z-N
[grapheme]drab	[celex]'dr{b	[nettalk]dr@b
[grapheme]drachma	[celex]'dr{k-m@	[nettalk]dr@k-mx
[grapheme]draft	[celex]'dr#ft	[nettalk]dr@ft
[grapheme]draftee	[celex]dr#f-'ti	[nettalk]dr@fti-
[grapheme]drag	[celex]'dr{g	[nettalk]dr@g
[grapheme]dragoman	[celex]'dr{-g5-m@n	[nettalk]dr@gxmxn
[grapheme]dragon	[celex]'dr{-g@n	[nettalk]dr@gxn
[grapheme]dragoon	[celex]dr@-'gun	[nettalk]drxgu-n
[grapheme]drain	[celex]'dr1n	[nettalk]dre-n
[grapheme]drake	[celex]'dr1k	[nettalk]drek-
[grapheme]dram	[celex]'dr{m	[nettalk]dr@m
[grapheme]drama	[celex]'dr#-m@	[nettalk]dramx
[grapheme]dramatic	[celex]dr@-'m{-tIk	[nettalk]drxm@tIk
[grapheme]dramatist	[celex]'dr{-m@-tIst	[nettalk]dr@mxtxst
[grapheme]dramatization	"[celex]""dr{-m@-t2-'z1-SH"	[nettalk]dr@mxtxzeS-xn
[grapheme]dramatize	[celex]'dr{-m@-t2z	[nettalk]dr@mxtAz-
[grapheme]drank	[celex]'dr{Nk	[nettalk]dr@Gk
[grapheme]drape	[celex]'dr1p	[nettalk]drep-
[grapheme]draper	[celex]'dr1-p@R	[nettalk]drep-R
[grapheme]drastic	[celex]'dr{-stIk	[nettalk]dr@stIk
[grapheme]draughts	[celex]'dr#fts	[nettalk]dr@-f-ts
[grapheme]draw	[celex]'dr$	[nettalk]drc-
[grapheme]drawer	[celex]'dr$-@R	[nettalk]drc--R
[grapheme]drawl	[celex]'dr$l	[nettalk]drc-l
[grapheme]drawn	[celex]'dr$n	[nettalk]drc-n
[grapheme]drawstring	[celex]'dr$-strIN	[nettalk]drc-strIG-
[grapheme]dray	[celex]'dr1	[nettalk]dre-
[grapheme]dread	[celex]'drEd	[nettalk]drE-d
[grapheme]dream	[celex]'drim	[nettalk]dri-m
[grapheme]dreamed	[celex]'drimd	[nettalk]dri-m-d
[grapheme]dreamer	[celex]'dri-m@R	[nettalk]dri-m-R
[grapheme]dreaming	[celex]'dri-mIN	[nettalk]dri-mIG-
[grapheme]dreamt	[celex]'drEmt	[nettalk]drE-mt
[grapheme]drear	[celex]'dr7R	[nettalk]drI-r
[grapheme]dreary	[celex]'dr7-rI	[nettalk]drI-ri
[grapheme]dredge	[celex]'drE_	[nettalk]drE-J-
[grapheme]dregs	[celex]'drEgz	[nettalk]drEgz
[grapheme]drench	[celex]'drEnJ	[nettalk]drEnC-
[grapheme]dress	[celex]'drEs	[nettalk]drEs-
[grapheme]dressage	[celex]'drE-s#Z	[nettalk]drxs-aZ-
[grapheme]dresser	[celex]'drE-s@R	[nettalk]drEs--R
[grapheme]drew	[celex]'dru	[nettalk]dru-
[grapheme]dribble	[celex]'drI-bP	[nettalk]drIb-L-
[grapheme]driblet	[celex]'drI-blIt	[nettalk]drIblxt
[grapheme]drift	[celex]'drIft	[nettalk]drIft
[grapheme]drill	[celex]'drIl	[nettalk]drIl-
[grapheme]drink	[celex]'drINk	[nettalk]drIGk
[grapheme]drip	[celex]'drIp	[nettalk]drIp
[grapheme]drive	[celex]'dr2v	[nettalk]drAv-
[grapheme]drivel	[celex]'drI-vP	[nettalk]drIv-L
[grapheme]driven	[celex]'drI-vH	[nettalk]drIvxn
[grapheme]driver	[celex]'dr2-v@R	[nettalk]drAv-R
[grapheme]driveway	[celex]'dr2v-w1	[nettalk]drAv-we-
[grapheme]driving	[celex]'dr2-vIN	[nettalk]drAvIG-
[grapheme]drizzle	[celex]'drI-zP	[nettalk]drIz-L-
[grapheme]drogue	[celex]'dr5g	[nettalk]drog--
[grapheme]droll	[celex]'dr5l	[nettalk]drol-
[grapheme]drolly	[celex]'dr5-lI	[nettalk]drolli
[grapheme]dromedary	[celex]'drQ-m@-d@-rI	[nettalk]dramxdEri
[grapheme]drone	[celex]'dr5n	[nettalk]dron-
[grapheme]drool	[celex]'drul	[nettalk]dru-l
[grapheme]droop	[celex]'drup	[nettalk]dru-p
[grapheme]drop	[celex]'drQp	[nettalk]drap
[grapheme]dropkick	"[celex]'drQp-""kIk"	[nettalk]drapkIk-
[grapheme]dropsy	[celex]'drQp-sI	[nettalk]drapsi
[grapheme]dross	[celex]'drQs	[nettalk]dras-
[grapheme]drove	[celex]'dr5v	[nettalk]drov-
[grapheme]drover	[celex]'dr5-v@R	[nettalk]drov-R
[grapheme]drown	[celex]'dr6n	[nettalk]drW-n
[grapheme]drowse	[celex]'dr6z	[nettalk]drW-z-
[grapheme]drowsy	[celex]'dr6-zI	[nettalk]drW-zi
[grapheme]drub	[celex]'drVb	[nettalk]dr^b
[grapheme]drudge	[celex]'drV_	[nettalk]dr^-J-
[grapheme]drug	[celex]'drVg	[nettalk]dr^g
[grapheme]druid	[celex]'dru-Id	[nettalk]druxd
[grapheme]drum	[celex]'drVm	[nettalk]dr^m
[grapheme]drumbeat	[celex]'drVm-bit	[nettalk]dr^mbi-t
[grapheme]drumstick	[celex]'drVm-stIk	[nettalk]dr^mstIk-
[grapheme]drunk	[celex]'drVNk	[nettalk]dr^Gk
[grapheme]dry	[celex]'dr2	[nettalk]drA
[grapheme]dryad	[celex]'dr2-@d	[nettalk]drAxd
[grapheme]dryer	[celex]'dr2-@R	[nettalk]drA-R
[grapheme]dual	[celex]'dju-@l	[nettalk]dY-L
[grapheme]dub	[celex]'dVb	[nettalk]d^b
[grapheme]dubbin	[celex]'dV-bIn	[nettalk]d^b-xn
[grapheme]dubious	[celex]'dju-bj@s	[nettalk]dYbix-s
[grapheme]ducal	[celex]'dju-kP	[nettalk]dYk-L
[grapheme]ducat	[celex]'dV-k@t	[nettalk]d^kxt
[grapheme]duchess	[celex]'dV-JIs	[nettalk]d^C-xs-
[grapheme]duchy	[celex]'dV-JI	[nettalk]d^C-i
[grapheme]duck	[celex]'dVk	[nettalk]d^k-
[grapheme]duct	[celex]'dVkt	[nettalk]d^kt
[grapheme]ductile	[celex]'dVk-t2l	[nettalk]d^kt-L-
[grapheme]ductility	[celex]dVk-'tI-l@-tI	[nettalk]dxktIlxti
[grapheme]dud	[celex]'dVd	[nettalk]d^d
[grapheme]dude	[celex]'djud	[nettalk]dYd-
[grapheme]dudgeon	[celex]'dV-_@n	[nettalk]d^-Jx-n
[grapheme]due	[celex]'dju	[nettalk]dY-
[grapheme]duel	[celex]'dju-@l	[nettalk]dY-L
[grapheme]duenna	[celex]dju-'E-n@	[nettalk]dYEn-x
[grapheme]duet	[celex]dju-'Et	[nettalk]dYEt
[grapheme]duffer	[celex]'dV-f@R	[nettalk]d^f--R
[grapheme]dug	[celex]'dVg	[nettalk]d^g
[grapheme]dugout	[celex]'dVg-6t	[nettalk]d^gW-t
[grapheme]duke	[celex]'djuk	[nettalk]dYk-
[grapheme]dulcet	[celex]'dVl-sIt	[nettalk]d^lsxt
[grapheme]dulcimer	[celex]'dVl-sI-m@R	[nettalk]d^lsxm-R
[grapheme]dull	[celex]'dVl	[nettalk]d^l-
[grapheme]dullard	[celex]'dV-l@d	[nettalk]d^l--Rd
[grapheme]dully	[celex]'dVl-lI	[nettalk]d^l-i
[grapheme]duly	[celex]'dju-lI	[nettalk]dYli
[grapheme]dumb	[celex]'dVm	[nettalk]d^m-
[grapheme]dumbbell	[celex]'dVm-bEl	[nettalk]d^m-bEl-
[grapheme]dumbwaiter	"[celex]""dVm-'w1-t@R"	[nettalk]d^m-we-t-R
[grapheme]dumdum	[celex]'dVm-dVm	[nettalk]d^mdxm
[grapheme]dummy	[celex]'dV-mI	[nettalk]d^m-i
[grapheme]dump	[celex]'dVmp	[nettalk]d^mp
[grapheme]dumps	[celex]'dVmps	[nettalk]d^mps
[grapheme]dumpy	[celex]'dVm-pI	[nettalk]d^mpi
[grapheme]dun	[celex]'dVn	[nettalk]d^n
[grapheme]dunce	[celex]'dVns	[nettalk]d^ns-
[grapheme]dunderhead	[celex]'dVn-d@-hEd	[nettalk]d^nd-RhE-d
[grapheme]dune	[celex]'djun	[nettalk]dYn-
[grapheme]dung	[celex]'dVN	[nettalk]d^G-
[grapheme]dungaree	"[celex]""dVN-g@-'ri"	[nettalk]dxGgxri-
[grapheme]dungeon	[celex]'dVn-_@n	[nettalk]d^nJx-n
[grapheme]dunghill	[celex]'dVN-hIl	[nettalk]d^G-hIl-
[grapheme]dunk	[celex]'dVNk	[nettalk]d^Gk
[grapheme]duo	[celex]'dju-5	[nettalk]dYo
[grapheme]duodenum	"[celex]""dju-5-'di-n@m"	[nettalk]dYxdinxm
[grapheme]dupe	[celex]'djup	[nettalk]dYp-
[grapheme]duplex	[celex]'dju-plEks	[nettalk]dYplEX
[grapheme]duplicate	[celex]'dju-plI-k1t	[nettalk]dYplIkxt-
[grapheme]duplication	"[celex]""dju-plI-'k1-SH"	[nettalk]dYplIkeS-xn
[grapheme]duplicator	[celex]'dju-plI-k1-t@R	[nettalk]dYplIket-R
[grapheme]duplicity	[celex]dju-'plI-s@-tI	[nettalk]dYplIsxti
[grapheme]durability	"[celex]""dj9-r@-'bI-l@-tI"	[nettalk]dUrxbIlxti
[grapheme]durable	[celex]'dj9-r@-bP	[nettalk]dUrxbL-
[grapheme]duration	[celex]dj9-'r1-SH	[nettalk]dYreS-xn
[grapheme]duress	[celex]dj9-'rEs	[nettalk]dYrEs-
[grapheme]during	[celex]'dj9-rIN	[nettalk]dUrIG-
[grapheme]dusk	[celex]'dVsk	[nettalk]d^sk
[grapheme]dust	[celex]'dVst	[nettalk]d^st
[grapheme]dustpan	[celex]'dVst-p{n	[nettalk]d^stp@n
[grapheme]duteous	[celex]'dju-tj@s	[nettalk]dYtix-s
[grapheme]dutiable	[celex]'dju-tj@-bP	[nettalk]dYtixbL-
[grapheme]dutiful	[celex]'dju-tI-fUl	[nettalk]dYtIf^l
[grapheme]duty	[celex]'dju-tI	[nettalk]dYti
[grapheme]dwarf	[celex]'dw$f	[nettalk]dwcrf
[grapheme]dwell	[celex]'dwEl	[nettalk]dwEl-
[grapheme]dwelled	[celex]'dwEld	[nettalk]dwEl--d
[grapheme]dwelt	[celex]'dwElt	[nettalk]dwElt
[grapheme]dwindle	[celex]'dwIn-dP	[nettalk]dwIndL-
[grapheme]dye	[celex]'d2	[nettalk]dA-
[grapheme]dynamic	[celex]d2-'n{-mIk	[nettalk]dAn@mIk
[grapheme]dynamite	[celex]'d2-n@-m2t	[nettalk]dAnxmAt-
[grapheme]dynamo	[celex]'d2-n@-m5	[nettalk]dAnxmo
[grapheme]dynastic	[celex]dI-'n{-stIk	[nettalk]dAn@stIk
[grapheme]dynasty	[celex]'dI-n@-stI	[nettalk]dAnxsti
[grapheme]dysentery	[celex]'dI-sH-trI	[nettalk]dIs-NtEri
[grapheme]dyspepsia	[celex]dIs-'pEp-s7	[nettalk]dIspEpSx-
[grapheme]each	[celex]'iJ	[nettalk]i-C-
[grapheme]eager	[celex]'i-g@R	[nettalk]i-g-R
[grapheme]eagle	[celex]'i-gP	[nettalk]i-gL-
[grapheme]eaglet	[celex]'ig-lIt	[nettalk]i-glxt
[grapheme]ear	[celex]'7R	[nettalk]I-r
[grapheme]earl	[celex]'3l	[nettalk]--Rl
[grapheme]earlobe	[celex]'7-l5b	[nettalk]I-rlob-
[grapheme]early	[celex]'3-lI	[nettalk]--Rli
[grapheme]earmark	[celex]'7-m#k	[nettalk]I-rmark
[grapheme]earn	[celex]'3n	[nettalk]--Rn
[grapheme]earnest	[celex]'3-nIst	[nettalk]--Rnxst
[grapheme]earnings	[celex]'3-nINz	[nettalk]--RnIG-z
[grapheme]earphone	[celex]'7-f5n	[nettalk]I-rf-on-
[grapheme]earring	[celex]'7-rIN	[nettalk]I-rrIG-
[grapheme]earth	[celex]'3T	[nettalk]--RT-
[grapheme]earthen	[celex]'3-TH	[nettalk]--RT-xn
[grapheme]earthquake	[celex]'3T-kw1k	[nettalk]--RT-kwek-
[grapheme]earthy	[celex]'3-TI	[nettalk]--RT-i
[grapheme]ease	[celex]'iz	[nettalk]i-z-
[grapheme]easel	[celex]'i-zP	[nettalk]i-z-L
[grapheme]east	[celex]'ist	[nettalk]i-st
[grapheme]eastern	[celex]'i-st@n	[nettalk]i-st-Rn
[grapheme]easy	[celex]'i-zI	[nettalk]i-zi
[grapheme]easygoing	"[celex]'i-zI-""g5-IN"	[nettalk]i-zigoIG-
[grapheme]eat	[celex]'it	[nettalk]i-t
[grapheme]eaten	[celex]'i-tH	[nettalk]i-t-N
[grapheme]eaves	[celex]'ivz	[nettalk]i-v-z
[grapheme]ebb	[celex]'Eb	[nettalk]Eb-
[grapheme]ebony	[celex]'E-b@-nI	[nettalk]Ebxni
[grapheme]ebullient	[celex]I-'bVl-j@nt	[nettalk]IbUl-Ixnt
[grapheme]eccentric	[celex]Ik-'sEn-trIk	[nettalk]IksEntrIk
[grapheme]eccentricity	"[celex]""Ek-sEn-'trI-s@-tI"	[nettalk]EksEntrIsxti
[grapheme]ecclesiastic	"[celex]I-""kli-zI-'{-stIk"	[nettalk]Ik-lizi@stIk
[grapheme]echelon	[celex]'E-S@-lQn	[nettalk]ES-xlan
[grapheme]echo	[celex]'E-k5	[nettalk]Ek-o
[grapheme]eclair	[celex]1-'kl8R	[nettalk]ekl@-r
[grapheme]eclat	[celex]'1-kl#	[nettalk]ekla-
[grapheme]eclectic	[celex]E-'klEk-tIk	[nettalk]EklEktIk
[grapheme]eclipse	[celex]I-'klIps	[nettalk]IklIps-
[grapheme]ecliptic	[celex]I-'klIp-tIk	[nettalk]IklIptIk
[grapheme]eclogue	[celex]'E-klQg	[nettalk]Eklcg--
[grapheme]ecologist	[celex]i-'kQ-l@-_Ist	[nettalk]IkalxJxst
[grapheme]ecology	[celex]i-'kQ-l@-_I	[nettalk]IkalxJi
[grapheme]economic	"[celex]""i-k@-'nQ-mIk"	[nettalk]EkxnamIk
[grapheme]economist	[celex]I-'kQ-n@-mIst	[nettalk]Ikanxmxst
[grapheme]economize	[celex]I-'kQ-n@-m2z	[nettalk]IkanxmAz-
[grapheme]economy	[celex]I-'kQ-n@-mI	[nettalk]Ikanxmi
[grapheme]ecstasy	[celex]'Ek-st@-sI	[nettalk]Ekstxsi
[grapheme]ecstatic	[celex]Ik-'st{-tIk	[nettalk]Ekst@tIk
[grapheme]ecumenical	"[celex]""i-kju-'mE-nI-kP"	[nettalk]EkYmEnIk-L
[grapheme]eczema	[celex]'Ek-sI-m@	[nettalk]Igzimx
[grapheme]eddy	[celex]'E-dI	[nettalk]Ed-i
[grapheme]edelweiss	[celex]'1-dP-v2s	[nettalk]ed-LwA-s-
[grapheme]edge	[celex]'E_	[nettalk]E-J-
[grapheme]edibility	"[celex]""E-dI-'bI-l@-tI"	[nettalk]EdxbIlxti
[grapheme]edible	[celex]'E-dI-bP	[nettalk]EdxbL-
[grapheme]edict	[celex]'i-dIkt	[nettalk]idIkt
[grapheme]edification	"[celex]""E-dI-fI-'k1-SH"	[nettalk]EdxfxkeS-xn
[grapheme]edify	[celex]'E-dI-f2	[nettalk]EdxfA
[grapheme]edit	[celex]'E-dIt	[nettalk]Edxt
[grapheme]edition	[celex]I-'dI-SH	[nettalk]IdIS-xn
[grapheme]editorial	"[celex]""E-dI-'t$-r7l"	[nettalk]Edxtori-L
[grapheme]educable	[celex]'E-_U-k@-bP	[nettalk]EJxkxbL-
[grapheme]educate	[celex]'E-_U-k1t	[nettalk]EJxket-
[grapheme]education	"[celex]""E-_U-'k1-SH"	[nettalk]EJxkeS-xn
[grapheme]educe	[celex]i-'djus	[nettalk]IdYs-
[grapheme]eel	[celex]'il	[nettalk]i-l
[grapheme]efface	[celex]I-'f1s	[nettalk]If-es-
[grapheme]effect	[celex]I-'fEkt	[nettalk]If-Ekt
[grapheme]effeminate	[celex]I-'fE-mI-n@t	[nettalk]xf-Emxnxt-
[grapheme]effendi	[celex]E-'fEn-dI	[nettalk]xf-Endi
[grapheme]effervesce	"[celex]""E-f@-'vEs"	[nettalk]Ef--RvEs--
[grapheme]eglantine	[celex]'Eg-l@n-t2n	[nettalk]EglxntAn-
[grapheme]ego	[celex]'E-g5	[nettalk]igo
[grapheme]egocentric	"[celex]""E-g5-'sEn-trIk"	[nettalk]igosEntrIk
[grapheme]egoism	[celex]'E-g5-I-z@m	[nettalk]igoIzM
[grapheme]egoistic	"[celex]""E-g5-'I-stIk"	[nettalk]igoIstIk
[grapheme]egotism	[celex]'E-g5-tI-z@m	[nettalk]igxtIzM
[grapheme]egotistic	"[celex]""E-g5-'tI-stIk"	[nettalk]igxtIstIk
[grapheme]egregious	[celex]I-'gri-_@s	[nettalk]IgriJ-x-s
[grapheme]egress	[celex]'i-grEs	[nettalk]igrEs-
[grapheme]egret	[celex]'i-grIt	[nettalk]igrxt
[grapheme]eider	[celex]'2-d@R	[nettalk]A-d-R
[grapheme]eight	[celex]'1t	[nettalk]e---t
[grapheme]eighteen	"[celex]""1-'tin"	[nettalk]e---ti-n
[grapheme]eighth	[celex]'1tT	[nettalk]e---T-
[grapheme]eighty	[celex]'1-tI	[nettalk]e---ti
[grapheme]eisteddfod	[celex]2-'stEd-vQd	[nettalk]A-stED-vcd
[grapheme]either	[celex]'2-D@R	[nettalk]i-D--R
[grapheme]ejaculate	[celex]I-'_{-kjU-l1t	[nettalk]IJ@kYlet-
[grapheme]eject	[celex]I-'_Ekt	[nettalk]IJEkt
[grapheme]elaborate	[celex]I-'l{-b@-r1t	[nettalk]Il@bxrxt-
[grapheme]elapse	[celex]I-'l{ps	[nettalk]Il@ps-
[grapheme]elastic	[celex]I-'l{-stIk	[nettalk]Il@stIk
[grapheme]elate	[celex]I-'l1t	[nettalk]Ilet-
[grapheme]elbow	[celex]'El-b5	[nettalk]Elbo-
[grapheme]elder	[celex]'El-d@R	[nettalk]Eld-R
[grapheme]eldest	[celex]'El-dIst	[nettalk]Eldxst
[grapheme]elect	[celex]I-'lEkt	[nettalk]IlEkt
[grapheme]election	[celex]I-'lEk-SH	[nettalk]IlEkS-xn
[grapheme]electioneer	"[celex]I-""lEk-S@-'n7R"	[nettalk]IlEkS-xnI-r
[grapheme]elective	[celex]I-'lEk-tIv	[nettalk]IlEktIv-
[grapheme]elector	[celex]I-'lEk-t@R	[nettalk]IlEkt-R
[grapheme]electorate	[celex]I-'lEk-t@-r@t	[nettalk]IlEktxrxt-
[grapheme]electric	[celex]I-'lEk-trIk	[nettalk]IlEktrIk
[grapheme]electrician	"[celex]""I-lEk-'trI-SH"	[nettalk]IlEktrIS-xn
[grapheme]electricity	"[celex]""I-lEk-'trI-s@-tI"	[nettalk]IlEktrIsxti
[grapheme]electrify	[celex]I-'lEk-trI-f2	[nettalk]IlEktrxfA
[grapheme]electrocute	[celex]I-'lEk-tr@-kjut	[nettalk]IlEktrxkYt-
[grapheme]electrode	[celex]I-'lEk-tr5d	[nettalk]IlEktrod-
[grapheme]electrolysis	"[celex]""I-lEk-'trQ-l@-sIs"	[nettalk]IlEktralxsxs
[grapheme]electrolyte	[celex]I-'lEk-tr5-l2t	[nettalk]IlEktrxlAt-
[grapheme]electromagnet	"[celex]I-""lEk-tr5-'m{g-nIt"	[nettalk]IlEktrom@gnxt
[grapheme]electron	[celex]I-'lEk-trQn	[nettalk]IlEktran
[grapheme]electronic	"[celex]""I-lEk-'trQ-nIk"	[nettalk]IlEktranIk
[grapheme]electroplate	[celex]I-'lEk-tr5-pl1t	[nettalk]IlEktrxplet-
[grapheme]eleemosynary	"[celex]""E-lI-i-'mQ-sI-n@-rI"	[nettalk]ElI-mas-NEri
[grapheme]elegance	[celex]'E-lI-g@ns	[nettalk]ElIgxns-
[grapheme]elegiac	"[celex]""E-lI-'_2-@k"	[nettalk]ElxJAxk
[grapheme]elegy	[celex]'E-lI-_I	[nettalk]ElxJi
[grapheme]element	[celex]'E-lI-m@nt	[nettalk]Elxmxnt
[grapheme]elemental	"[celex]""E-lI-'mEn-tP"	[nettalk]ElxmEnt-L
[grapheme]elementary	"[celex]""E-lI-'mEn-t@-rI"	[nettalk]ElxmEntxri
[grapheme]elephant	[celex]'E-lI-f@nt	[nettalk]Elxf-xnt
[grapheme]elephantine	"[celex]""E-lI-'f{n-t2n"	[nettalk]Elxf-@ntin-
[grapheme]elevate	[celex]'E-lI-v1t	[nettalk]Elxvet-
[grapheme]elevation	"[celex]""E-lI-'v1-SH"	[nettalk]ElxveS-xn
[grapheme]elevator	[celex]'E-lI-v1-t@R	[nettalk]Elxvet-R
[grapheme]eleven	[celex]I-'lE-vH	[nettalk]IlEvxn
[grapheme]elf	[celex]'Elf	[nettalk]Elf
[grapheme]elfin	[celex]'El-fIn	[nettalk]Elfxn
[grapheme]elicit	[celex]I-'lI-sIt	[nettalk]IlIsxt
[grapheme]elide	[celex]I-'l2d	[nettalk]IlAd-
[grapheme]eligibility	"[celex]""E-lI-_@-'bI-l@-tI"	[nettalk]ElIJxbIlxti
[grapheme]eligible	[celex]'E-lI-_@-bP	[nettalk]ElIJxbL-
[grapheme]eliminate	[celex]I-'lI-mI-n1t	[nettalk]IlImxnet-
[grapheme]elision	[celex]I-'lI-ZH	[nettalk]IlIZ-xn
[grapheme]elite	[celex]1-'lit	[nettalk]elit-
[grapheme]elixir	[celex]I-'lIk-s@R	[nettalk]IlIX-R
[grapheme]elk	[celex]'Elk	[nettalk]Elk
[grapheme]ellipse	[celex]I-'lIps	[nettalk]Il-Ips-
[grapheme]ellipsis	[celex]I-'lIp-sIs	[nettalk]Il-Ipsxs
[grapheme]elm	[celex]'Elm	[nettalk]Elm
[grapheme]elocution	"[celex]""E-l@-'kju-SH"	[nettalk]ElxkYS-xn
[grapheme]elongate	[celex]'i-lQN-g1t	[nettalk]IlcGget-
